,lon,lat,angle,norm,pid_sub,pid_over,length,total_vel,vel,trench_vel,slab_vel_abs,slab_flux,slab_age,spreading_rate,slab_thickness,vratio,slab_dip,trench_ID,Name,Type,Class,density,relative_density
15,-154.1605061350675,56.02993605053814,12.856932979100478,316.22612624466075,901.0,111.0,35436.40210019017,0.0537274992958251,0.0523804825086013,-0.014793127900806,0.0406476936865234,3811.3967414492568,50.00000000000001,0.2224231344585753,72763.68141174316,0.7175832067148882,27.315261363983154,1,Aleutians,Ocean - Ocean,Accretionary,3299.2047478123845,-0.7952521876154606
16,-154.56999820098827,55.80878270113677,12.779185843123091,315.8869634712807,901.0,111.0,35436.40210019017,0.0540488835326622,0.0527100804246995,-0.0147385602693388,0.0410173956559009,3835.3794992102,50.0,0.2224231344585753,72763.68141174316,0.7203844093845758,26.96315860748291,1,Aleutians,Ocean - Ocean,Accretionary,3299.2047478123845,-0.7952521876154606
17,-154.9419818701487,55.60186982909342,13.5003942843497,314.7857604617785,901.0,111.0,30063.532673658683,0.0543441407707284,0.0528425205319227,-0.0137931285155722,0.0420954728332283,3813.2047663583735,49.16036259702583,0.15574116410096,72161.67449951172,0.7389767108622366,26.35802963801793,1,Aleutians,Ocean - Ocean,Accretionary,3298.716355334097,-1.2836446659030116
18,-155.27747687198135,55.4095178847052,13.432536413222731,314.5092507188668,901.0,111.0,30063.532673658683,0.0546135875766475,0.0531195847880052,-0.0137461404462421,0.0424071067736443,3788.3904928293214,48.0,0.0622826161736077,71318.14956665039,0.7412227429656769,25.57218229202997,1,Aleutians,Ocean - Ocean,Accretionary,3298.0134921895196,-1.9865078104803615
19,-155.69745581896314,55.2369812777094,-4.551248823357151,332.1279513279499,901.0,111.0,36286.99628607044,0.0549136570022063,0.0547405008629317,-0.0329679728685987,0.0243473608699311,3903.991227895921,48.0,0.0622826161736077,71318.14956665039,0.3977407522969254,26.550583529472352,1,Aleutians,Ocean - Ocean,Accretionary,3298.0134921895196,-1.9865078104803615
20,-156.20145587390243,55.0833777904764,-4.523990380441636,331.71429084827935,901.0,111.0,36286.99628607044,0.0552438346758596,0.0550717166888992,-0.0329098188660011,0.024721576522473,3967.686055299029,49.0,0.059440303179001,72045.80307006836,0.4024188668040046,25.593451876389352,1,Aleutians,Ocean - Ocean,Accretionary,3298.6211003207804,-1.3788996792195576
21,-156.76750277041285,54.8777061754467,2.1137996755129294,324.6178182466681,901.0,111.0,49354.24417587432,0.0556317223120273,0.055593867103809,-0.0260038322476412,0.032328464411009,4084.593883080059,51.0,0.0451061088601203,73472.0230102539,0.5322535811533873,25.1332045396169,1,Aleutians,Ocean - Ocean,Accretionary,3299.7657126231884,-0.23428737681160783
22,-157.26887623049925,54.66743221198505,3.2387173442656843,323.0670400828236,901.0,111.0,30168.514431189265,0.0559898996303803,0.0559004734089603,-0.0247238751436752,0.0339284222851698,4138.027831419521,51.79012553772517,0.2165621470868735,74024.91569519043,0.5577161759830068,26.81867543388816,1,Aleutians,Ocean - Ocean,Accretionary,3300.19354169785,0.19354169784992337
23,-157.64237358733453,54.503830188576,3.223148589547798,322.76264560239304,901.0,111.0,30168.514431189265,0.0562600598821315,0.056171063766559,-0.0246731308181237,0.0342369267954445,4166.254301657125,52.0,0.262104585735562,74170.82786560059,0.5607501591804871,28.984087074504178,1,Aleutians,Ocean - Ocean,Accretionary,3300.305010040112,0.305010040111938
24,-158.04278480310666,54.33951711986778,-0.9852795864939424,326.64031302394,901.0,111.0,33273.30143652255,0.0565429805798462,0.0565346204753659,-0.0290383736666301,0.03010517010508,4193.219603725423,52.0,0.2610371871476179,74170.82786560059,0.486361216853252,27.961805641651157,1,Aleutians,Ocean - Ocean,Accretionary,3300.305010040112,0.305010040111938
25,-158.46978267439746,54.17421446025664,-0.9801573039945684,326.2937418612352,901.0,111.0,33273.30143638712,0.0568384440152289,0.0568301273754785,-0.0289810047922088,0.030443756398185,4215.137595146774,52.0,0.2596292561477473,74170.82786560059,0.4900415302480256,27.705944180488583,1,Aleutians,Ocean - Ocean,Accretionary,3300.305010040112,0.305010040111938
26,-159.00484644074646,53.98193035286462,-5.057153594211993,329.9589917742768,901.0,111.0,48643.74835975374,0.0571992177407421,0.0569765562306748,-0.0330682264924654,0.0263581839931437,4225.998344560098,52.0,0.2596292561477473,74170.82786560059,0.4196169673964551,29.105154935051413,1,Aleutians,Ocean - Ocean,Accretionary,3300.305010040112,0.305010040111938
27,-159.67776797330689,53.79226170994846,-14.415389804655929,338.8462158630175,901.0,111.0,49455.96811866245,0.0576215371774371,0.0558073995661383,-0.0418747733058677,0.0160224018517484,4177.7339822707045,53.0,0.2596214867531854,74859.8575592041,0.2496555361580464,28.944794430452237,1,Aleutians,Ocean - Ocean,Accretionary,3300.823421500687,0.8234215006868908
28,-160.37726576028246,53.62971569759759,-14.309665489863605,338.2823883809701,901.0,111.0,49455.96811848022,0.0580382762583101,0.0562375836134499,-0.0417838447005042,0.0165218989617795,4209.937498776692,53.0,0.2581994066724786,74859.8575592041,0.2570120902116578,29.902262035169095,1,Aleutians,Ocean - Ocean,Accretionary,3300.823421500687,0.8234215006868908
29,-161.07132865648006,53.46312356997767,-14.20626414975944,337.72412386686455,901.0,111.0,49455.96811829798,0.0584519249679987,0.0566643788645776,-0.0416903982605473,0.0170204004858601,4280.376866621876,54.0,0.2590015491569662,75539.11209106445,0.2642573853993298,29.71660749117533,1,Aleutians,Ocean - Ocean,Accretionary,3301.321865698853,1.3218656988528892
30,-161.75990111620382,53.29254139706661,-14.105126269879896,337.17148176329,901.0,111.0,49455.968118115736,0.0588624498017987,0.0570877596014515,-0.041594439616945,0.0175178763850032,4312.35867156179,54.0,0.2575739417074341,75539.11209106445,0.2713947804690622,31.95139956474304,1,Aleutians,Ocean - Ocean,Accretionary,3301.321865698853,1.3218656988528892
31,-162.44293349885794,53.11802554861482,-14.006194461858769,336.62451562179047,901.0,111.0,49455.96811793349,0.0592698177448081,0.0575077003117548,-0.0414959745520289,0.0180142966820225,4344.080619948992,54.0,0.2561336020756827,75539.11209106445,0.2784275092365849,30.71943411231041,1,Aleutians,Ocean - Ocean,Accretionary,3301.321865698853,1.3218656988528892
